batch_id,production_date,plant_id,machine_id,glass_type,thickness_mm,furnace_temperature_c,cooling_time_sec,pressure_bar,line_speed_mps,raw_material_quality,operator_shift,energy_consumption_kwh,produced_units,defect_rate,defect_flag,packing_delay_min,shipment_status
385,2024-09-30,Plant_A,M1,Laminated,6.58,1527.09,90.05,4.11,8.76,0.79,Day,1038.02,469,0.086,1,59.37,Delayed
386,2024-12-13,Plant_B,M3,Laminated,10.9,1582.06,63.43,1.78,5.4,0.92,Day,992.57,241,0.053,1,50.29,On-Time
387,2024-08-30,Plant_B,M2,Laminated,5.61,1486.34,59.54,2.82,7.86,0.74,Day,696.42,279,0.0,0,10.53,Delayed
388,2024-08-05,Plant_A,M2,Float,7.68,1552.72,82.14,2.96,6.8,0.77,Night,1052.66,456,0.0,0,39.7,On-Time
389,2024-08-12,Plant_A,M4,Float,3.41,1435.42,55.08,1.87,2.65,0.95,Day,785.71,980,0.0,0,58.2,Delayed
390,2024-03-13,Plant_A,M4,Laminated,7.71,1514.54,42.87,2.5,8.18,0.81,Day,587.02,273,0.0,0,50.71,Delayed
391,2024-01-11,Plant_B,M1,Float,9.96,1526.0,49.85,1.87,8.87,0.77,Night,763.25,551,0.0,0,52.24,On-Time
392,2024-02-08,Plant_A,M1,Tempered,9.93,1451.11,86.46,4.0,2.37,0.84,Night,851.22,863,0.0,0,29.17,Delayed
393,2024-03-02,Plant_B,M2,Float,11.21,1467.19,111.76,2.87,5.2,0.93,Day,654.49,523,0.0,0,25.8,Delayed
394,2024-05-04,Plant_A,M2,Laminated,7.97,1463.36,119.96,4.08,4.58,0.95,Night,670.71,989,0.013,1,12.27,Delayed
395,2024-10-19,Plant_A,M1,Laminated,5.4,1620.5,111.95,3.04,5.51,0.72,Day,534.91,890,0.06,1,26.29,On-Time
396,2024-05-12,Plant_A,M3,Laminated,10.39,1511.07,44.46,1.1,5.04,0.77,Day,549.61,309,0.0,0,6.7,Delayed
397,2024-04-21,Plant_A,M2,Float,8.08,1459.27,64.18,4.21,4.53,0.93,Day,625.49,495,0.08,1,14.22,Delayed
398,2024-02-11,Plant_B,M1,Tempered,8.77,1472.69,80.92,4.72,4.49,0.72,Night,519.16,675,0.084,1,31.48,Delayed
399,2024-03-13,Plant_A,M4,Tempered,9.75,1464.86,32.71,4.85,7.01,0.98,Night,765.5,619,0.0,0,40.71,Delayed
400,2024-02-10,Plant_A,M1,Laminated,5.18,1439.77,106.33,4.79,8.96,0.92,Day,777.46,683,0.0,0,57.8,Delayed
401,2024-05-21,Plant_B,M1,Laminated,2.1,1549.56,86.04,4.96,3.81,0.8,Night,578.94,389,0.0,0,15.66,Delayed
402,2024-03-12,Plant_A,M2,Tempered,5.43,1551.92,105.11,4.74,2.67,0.81,Night,1428.63,777,0.016,1,5.54,Delayed
403,2024-09-15,Plant_B,M2,Tempered,3.63,1445.23,117.13,2.79,5.51,0.77,Night,970.96,574,0.0,0,45.07,Delayed
404,2024-01-14,Plant_B,M4,Laminated,9.54,1514.92,82.01,4.62,8.36,0.93,Day,555.61,971,0.0,0,12.75,Delayed
405,2024-05-10,Plant_A,M3,Tempered,8.64,1414.63,109.61,4.58,9.18,0.79,Night,1191.06,737,0.0,0,11.44,On-Time
406,2024-11-25,Plant_B,M4,Float,3.85,1422.32,60.79,2.72,8.48,0.74,Day,1234.93,753,0.0,0,17.28,Delayed
407,2024-08-10,Plant_A,M3,Laminated,6.93,1539.02,69.05,1.66,2.05,0.86,Day,1402.41,980,0.0,0,43.98,Delayed
408,2024-02-19,Plant_A,M3,Tempered,8.59,1418.76,113.84,4.28,6.1,0.9,Night,1398.39,902,0.0,0,19.61,On-Time
409,2024-07-21,Plant_A,M2,Tempered,2.11,1523.34,39.4,3.31,5.18,0.74,Night,1480.57,418,0.029,1,4.03,Delayed
410,2024-07-17,Plant_A,M2,Float,7.95,1525.32,96.5,1.13,6.93,0.86,Night,603.27,936,0.0,0,34.08,Delayed
411,2024-07-13,Plant_A,M2,Float,4.96,1496.7,61.28,1.2,1.47,0.91,Night,957.93,786,0.0,0,36.84,Delayed
412,2024-08-24,Plant_B,M4,Laminated,4.53,1522.53,81.99,2.44,8.41,0.95,Night,977.35,493,0.0,0,21.75,Delayed
413,2024-08-07,Plant_A,M1,Laminated,10.06,1446.1,37.62,2.87,5.34,0.95,Day,721.24,971,0.0,0,48.5,On-Time
414,2024-03-03,Plant_A,M1,Tempered,10.24,1468.17,64.61,2.84,3.73,0.98,Night,618.64,634,0.0,0,41.03,On-Time
415,2024-01-04,Plant_B,M4,Float,7.32,1498.66,66.7,1.64,6.91,0.99,Night,1062.19,465,0.0,0,4.11,On-Time
416,2024-07-05,Plant_B,M1,Float,6.18,1474.31,40.47,3.45,9.45,0.9,Night,576.8,779,0.0,0,33.04,Delayed
417,2024-05-22,Plant_A,M3,Laminated,6.03,1520.17,85.06,2.49,3.3,0.73,Night,854.9,864,0.0,0,40.55,On-Time
418,2024-03-19,Plant_B,M3,Laminated,8.58,1521.38,36.31,2.58,2.64,0.75,Night,1327.3,462,0.0,0,25.15,On-Time
419,2024-10-25,Plant_A,M2,Float,3.68,1507.66,50.82,3.01,7.58,0.99,Night,720.45,874,0.0,0,56.06,Delayed
420,2024-09-07,Plant_B,M3,Tempered,11.16,1550.91,87.19,3.52,4.63,0.93,Night,1031.29,812,0.071,1,25.71,On-Time
421,2024-02-03,Plant_B,M3,Laminated,9.31,1485.07,104.96,3.16,8.6,0.83,Day,879.04,391,0.0,0,15.07,On-Time
422,2024-09-29,Plant_B,M2,Float,10.44,1513.7,73.56,3.06,3.78,0.87,Night,825.21,596,0.0,0,16.32,Delayed
423,2024-04-22,Plant_A,M1,Tempered,2.06,1575.38,61.12,3.68,8.25,0.98,Day,900.21,768,0.0,0,15.96,Delayed
424,2024-01-27,Plant_A,M2,Float,11.9,1465.39,32.32,3.41,6.94,0.91,Night,620.39,679,0.0,0,10.87,Delayed
425,2024-10-14,Plant_B,M1,Float,8.23,1464.25,79.18,2.67,2.44,0.75,Day,918.14,419,0.0,0,53.88,On-Time
426,2024-08-29,Plant_B,M4,Tempered,2.84,1448.57,65.38,1.4,1.15,0.9,Day,1102.45,378,0.0,0,14.03,On-Time
427,2024-06-26,Plant_B,M3,Float,2.24,1481.32,108.16,4.71,4.78,0.72,Night,539.39,335,0.062,1,23.57,On-Time
428,2024-06-20,Plant_B,M4,Tempered,2.29,1474.64,82.49,1.05,8.09,0.79,Day,540.26,480,0.0,0,23.86,Delayed
429,2024-05-24,Plant_B,M2,Float,11.74,1413.31,93.85,2.09,9.14,0.81,Night,1049.87,278,0.0,0,25.57,Delayed
430,2024-05-22,Plant_B,M4,Laminated,10.32,1517.05,102.51,1.9,3.03,0.95,Night,1430.4,600,0.0,0,27.0,On-Time
431,2024-10-18,Plant_A,M1,Tempered,5.37,1533.87,34.62,2.97,4.98,0.8,Night,894.57,374,0.0,0,9.68,Delayed
432,2024-02-01,Plant_A,M1,Float,7.72,1461.25,102.49,4.04,2.39,0.74,Day,768.17,877,0.0,0,24.51,On-Time
433,2024-11-07,Plant_A,M1,Float,8.8,1578.39,47.41,3.57,3.34,0.97,Day,1395.69,451,0.0,0,13.8,On-Time
434,2024-05-05,Plant_A,M1,Float,6.11,1457.02,51.65,3.69,8.43,0.9,Night,1324.35,723,0.0,0,9.38,On-Time
435,2024-10-19,Plant_A,M3,Tempered,9.38,1570.07,54.36,1.32,9.93,0.75,Day,1488.42,584,0.098,1,47.63,Delayed
436,2024-10-07,Plant_A,M1,Float,8.59,1442.92,82.0,4.46,3.6,0.84,Day,1119.39,422,0.0,0,25.65,Delayed
437,2024-06-29,Plant_A,M1,Tempered,5.3,1557.23,48.14,4.74,7.2,0.95,Night,1056.19,930,0.08,1,0.97,Delayed
438,2024-12-20,Plant_B,M4,Tempered,10.18,1510.49,33.61,4.56,9.93,0.79,Day,710.32,974,0.0,0,15.18,Delayed
439,2024-11-24,Plant_B,M3,Laminated,10.66,1477.34,90.88,3.38,6.43,0.9,Night,1075.36,466,0.049,1,16.56,On-Time
440,2024-06-15,Plant_A,M3,Tempered,9.69,1544.74,50.36,3.77,3.1,0.89,Night,1247.08,222,0.0,0,3.6,On-Time
441,2024-04-19,Plant_A,M3,Float,3.31,1553.64,34.05,3.94,4.07,0.84,Day,1428.86,711,0.0,0,27.92,On-Time
442,2024-02-16,Plant_B,M3,Tempered,2.14,1516.27,37.34,2.03,1.25,0.89,Night,926.4,929,0.0,0,10.48,On-Time
443,2024-12-29,Plant_B,M2,Laminated,4.96,1510.96,34.54,4.56,6.19,0.87,Day,1000.28,817,0.0,0,5.39,On-Time
444,2024-10-28,Plant_B,M4,Tempered,8.01,1503.86,60.69,4.67,4.66,0.74,Night,1214.72,486,0.0,0,31.53,On-Time
445,2024-03-28,Plant_B,M4,Float,8.98,1505.56,90.87,3.72,9.51,0.79,Night,501.11,746,0.0,0,13.07,On-Time
446,2024-01-14,Plant_A,M2,Float,8.62,1507.62,87.03,3.37,1.15,0.92,Night,823.53,655,0.0,0,33.39,Delayed
447,2024-01-31,Plant_B,M4,Laminated,5.43,1461.99,66.18,3.92,8.02,0.74,Night,500.03,879,0.074,1,21.4,Delayed
448,2024-12-11,Plant_A,M1,Laminated,4.54,1514.36,31.16,3.16,8.66,0.99,Night,1065.74,905,0.0,0,5.1,On-Time
449,2024-06-08,Plant_B,M4,Tempered,7.49,1570.91,64.99,1.96,1.85,0.79,Day,596.64,434,0.0,0,59.24,Delayed
450,2024-12-25,Plant_A,M4,Float,6.44,1420.56,77.87,4.49,9.96,0.87,Night,1312.47,692,0.039,1,18.34,On-Time
451,2024-04-07,Plant_A,M4,Tempered,6.03,1560.3,58.37,1.53,6.69,0.74,Night,1078.49,281,0.072,1,42.04,On-Time
452,2024-04-12,Plant_B,M4,Tempered,9.53,1557.09,108.56,3.0,7.57,0.89,Night,686.64,831,0.0,0,17.07,Delayed
453,2024-11-18,Plant_A,M1,Tempered,6.43,1552.26,47.66,1.5,9.67,0.73,Day,978.49,215,0.063,1,32.48,On-Time
454,2024-05-02,Plant_B,M3,Float,2.86,1517.49,35.13,1.42,6.27,0.86,Day,733.74,815,0.0,0,49.2,Delayed
455,2024-12-10,Plant_A,M1,Tempered,2.42,1598.54,52.71,2.23,6.52,0.97,Night,1309.92,231,0.062,1,43.81,Delayed
456,2024-02-18,Plant_B,M3,Float,5.65,1499.03,87.69,2.86,2.71,0.91,Night,1056.46,962,0.0,0,54.68,Delayed
457,2024-08-28,Plant_B,M4,Float,2.21,1481.29,98.99,3.81,3.98,0.9,Night,895.94,993,0.0,0,27.25,Delayed
458,2024-01-13,Plant_A,M2,Laminated,6.12,1492.22,114.13,2.0,2.08,0.88,Day,1469.32,436,0.0,0,3.72,Delayed
459,2024-04-04,Plant_A,M2,Float,5.39,1437.47,89.23,4.99,5.07,0.81,Day,900.7,507,0.0,0,53.0,On-Time
460,2024-02-02,Plant_A,M2,Tempered,6.15,1501.1,64.85,3.64,4.98,0.89,Night,561.45,573,0.0,0,56.43,On-Time
461,2024-10-28,Plant_B,M3,Tempered,8.49,1622.23,82.36,2.61,4.04,0.74,Day,891.74,787,0.025,1,44.06,On-Time
462,2024-08-05,Plant_A,M4,Tempered,4.09,1472.89,35.27,3.21,6.36,0.96,Day,1076.98,226,0.0,0,48.18,On-Time
463,2024-09-22,Plant_B,M2,Tempered,7.4,1506.2,111.72,2.59,3.67,0.74,Night,651.45,498,0.0,0,35.74,On-Time
464,2024-03-07,Plant_B,M4,Float,2.81,1460.41,114.56,4.02,6.28,0.95,Day,580.19,448,0.053,1,37.81,Delayed
465,2024-06-23,Plant_A,M4,Laminated,10.29,1464.66,114.68,1.5,8.88,0.99,Day,677.15,702,0.0,0,2.42,Delayed
466,2024-12-22,Plant_B,M1,Tempered,6.05,1544.93,76.47,3.32,9.42,0.9,Night,981.28,650,0.0,0,57.03,On-Time
467,2024-08-22,Plant_A,M2,Tempered,2.22,1470.5,41.9,2.76,6.8,0.81,Night,554.57,938,0.0,0,54.14,Delayed
468,2024-10-08,Plant_A,M2,Float,5.83,1542.21,49.47,2.77,1.44,0.95,Night,1326.34,976,0.0,0,21.19,Delayed
469,2024-01-30,Plant_A,M3,Tempered,10.0,1563.46,86.83,4.14,6.39,0.82,Day,1457.95,989,0.0,0,36.31,Delayed
470,2024-10-15,Plant_A,M3,Laminated,4.2,1510.65,86.31,3.29,2.66,0.72,Night,1104.36,462,0.0,0,31.4,Delayed
471,2024-12-02,Plant_A,M4,Float,4.27,1470.37,69.77,1.65,2.66,0.76,Night,886.71,216,0.015,1,23.87,On-Time
472,2024-04-08,Plant_A,M3,Float,7.12,1511.75,73.5,2.53,8.55,0.74,Night,1005.7,253,0.0,0,4.27,On-Time
473,2024-05-19,Plant_A,M1,Laminated,7.74,1550.67,80.21,4.84,1.44,0.73,Day,544.07,425,0.027,1,32.48,On-Time
474,2024-03-09,Plant_B,M4,Laminated,8.46,1508.85,34.1,4.78,8.58,0.79,Day,577.19,518,0.0,0,7.62,On-Time
475,2024-01-17,Plant_B,M1,Laminated,3.23,1418.12,62.23,4.96,7.16,0.98,Day,642.56,755,0.0,0,33.28,Delayed
476,2024-12-23,Plant_B,M1,Float,2.77,1505.98,30.38,3.68,6.78,0.82,Night,989.64,784,0.0,0,1.44,Delayed
477,2024-08-25,Plant_B,M3,Float,5.35,1505.52,95.58,2.26,4.54,0.77,Night,596.97,969,0.0,0,47.85,Delayed
478,2024-12-06,Plant_B,M1,Tempered,8.78,1525.37,79.22,2.9,9.3,0.72,Night,780.6,516,0.0,0,46.95,On-Time
479,2024-05-03,Plant_A,M4,Tempered,11.93,1525.14,104.76,1.9,4.59,0.82,Day,1478.22,757,0.0,0,47.95,Delayed
480,2024-02-22,Plant_A,M3,Float,5.34,1482.59,95.78,2.68,6.21,0.95,Night,1304.17,359,0.0,0,3.58,On-Time
481,2024-08-18,Plant_A,M2,Laminated,8.92,1487.49,79.37,2.61,5.68,1.0,Night,635.22,561,0.0,0,23.76,Delayed
482,2024-03-22,Plant_B,M3,Float,3.33,1446.5,44.29,4.8,8.92,0.97,Day,1491.53,574,0.0,0,21.33,On-Time
483,2024-12-29,Plant_B,M2,Tempered,8.69,1368.65,62.2,3.38,6.18,0.75,Day,971.74,270,0.06,1,34.22,Delayed
484,2024-12-01,Plant_A,M2,Laminated,4.1,1473.93,96.8,1.1,4.19,0.93,Day,1063.89,939,0.0,0,41.7,Delayed
485,2024-10-18,Plant_B,M3,Tempered,7.67,1532.85,84.91,2.95,2.2,0.78,Day,919.1,549,0.0,0,30.82,Delayed
486,2024-06-03,Plant_A,M3,Laminated,4.88,1541.4,30.58,2.98,3.57,0.92,Day,523.95,852,0.0,0,56.49,On-Time
487,2024-12-05,Plant_B,M1,Tempered,3.74,1455.44,86.31,3.2,4.67,0.86,Night,1396.57,302,0.0,0,1.35,On-Time
488,2024-09-23,Plant_A,M1,Laminated,10.62,1496.91,81.94,4.56,6.37,0.94,Day,929.67,344,0.0,0,54.78,On-Time
489,2024-12-21,Plant_A,M3,Tempered,7.72,1471.39,47.88,1.99,3.76,0.87,Day,1087.99,242,0.0,0,36.93,Delayed
490,2024-02-26,Plant_A,M3,Float,2.82,1460.5,37.9,1.69,5.66,0.76,Day,783.28,497,0.0,0,48.71,Delayed
491,2024-09-20,Plant_B,M1,Tempered,2.14,1566.85,101.88,4.73,1.18,0.75,Day,1386.17,978,0.051,1,33.88,On-Time
492,2024-10-17,Plant_B,M1,Laminated,8.63,1559.13,91.12,4.73,9.97,0.92,Day,787.22,975,0.089,1,2.95,Delayed
493,2024-05-18,Plant_B,M1,Tempered,4.31,1486.17,49.86,1.55,8.73,0.85,Night,1174.89,206,0.0,0,45.48,On-Time
494,2024-12-05,Plant_A,M1,Tempered,9.6,1522.54,58.13,2.64,2.89,0.99,Night,1145.6,276,0.0,0,18.2,Delayed
495,2024-05-29,Plant_B,M3,Tempered,9.82,1538.01,116.91,2.57,2.18,0.9,Day,1229.31,578,0.0,0,12.41,On-Time
496,2024-03-02,Plant_A,M2,Tempered,7.04,1552.72,58.1,2.71,6.81,0.92,Night,732.22,619,0.0,0,16.15,On-Time
497,2024-06-27,Plant_B,M1,Float,3.99,1505.47,63.32,4.01,9.07,0.95,Night,682.81,977,0.096,1,22.6,On-Time
498,2024-01-31,Plant_B,M3,Laminated,5.39,1503.79,35.62,2.94,1.98,0.77,Day,816.94,763,0.083,1,52.53,Delayed
499,2024-11-13,Plant_A,M4,Tempered,5.02,1471.75,92.13,4.78,7.14,0.8,Day,1000.58,568,0.0,0,30.63,On-Time
500,2024-11-24,Plant_B,M2,Tempered,3.2,1521.16,58.09,4.21,8.75,0.74,Night,1452.39,882,0.0,0,39.74,Delayed
501,2024-04-30,Plant_B,M1,Tempered,9.52,1540.84,41.85,3.82,7.68,0.9,Night,752.31,638,0.0,0,10.13,On-Time
502,2024-03-26,Plant_A,M3,Tempered,2.54,1478.69,94.57,2.9,8.64,0.82,Day,668.28,575,0.0,0,32.93,Delayed
503,2024-06-04,Plant_B,M1,Tempered,3.89,1504.56,84.39,2.84,8.46,0.95,Day,1209.39,923,0.0,0,50.33,Delayed
504,2024-12-25,Plant_A,M4,Float,8.71,1590.33,92.73,2.45,8.91,0.92,Day,612.59,695,0.0,0,53.18,Delayed
505,2024-01-03,Plant_A,M2,Laminated,2.47,1503.64,86.82,2.08,3.24,0.98,Night,798.27,551,0.0,0,23.59,Delayed
506,2024-06-30,Plant_A,M3,Tempered,3.39,1509.36,30.96,3.18,9.78,0.81,Night,857.19,876,0.0,0,31.23,Delayed
507,2024-06-12,Plant_B,M1,Laminated,6.41,1500.76,75.7,1.55,9.84,0.77,Night,573.36,622,0.0,0,35.72,On-Time
508,2024-12-20,Plant_B,M3,Tempered,6.15,1552.39,68.0,4.14,2.76,0.95,Night,1148.75,759,0.048,1,27.48,Delayed
509,2024-12-08,Plant_B,M4,Tempered,4.57,1504.22,58.88,3.38,9.96,0.83,Day,1420.69,729,0.0,0,3.28,On-Time
510,2024-12-07,Plant_B,M2,Laminated,4.04,1582.56,67.68,1.88,1.0,0.97,Day,1343.88,975,0.077,1,10.07,On-Time
511,2024-05-06,Plant_A,M2,Tempered,3.2,1507.47,113.59,2.72,2.07,0.85,Night,848.83,365,0.0,0,37.28,Delayed
512,2024-06-13,Plant_B,M2,Float,9.19,1485.58,39.95,1.14,9.95,0.77,Night,553.83,534,0.0,0,2.34,On-Time
513,2024-05-20,Plant_B,M1,Tempered,5.92,1471.3,69.98,3.7,5.58,0.96,Day,1366.04,389,0.0,0,46.68,Delayed
514,2024-02-08,Plant_A,M4,Float,6.61,1554.66,119.0,2.93,9.88,0.93,Day,748.6,836,0.0,0,59.53,On-Time
515,2024-09-24,Plant_B,M1,Tempered,10.58,1514.42,61.1,1.03,4.63,0.77,Night,1318.87,638,0.0,0,49.65,On-Time
516,2024-07-28,Plant_A,M3,Tempered,2.01,1471.87,57.7,1.96,3.1,0.72,Night,687.12,233,0.0,0,17.48,Delayed
517,2024-03-16,Plant_B,M3,Tempered,6.17,1546.0,111.48,2.97,3.97,0.73,Night,1453.4,990,0.0,0,17.86,Delayed
518,2024-01-28,Plant_B,M3,Float,4.98,1484.93,58.84,1.66,8.05,0.74,Day,1134.91,297,0.021,1,4.23,Delayed
519,2024-01-12,Plant_A,M4,Float,11.09,1524.25,79.02,1.31,9.6,0.77,Night,1359.65,330,0.025,1,51.24,Delayed
520,2024-02-05,Plant_A,M4,Tempered,2.13,1476.61,76.06,4.08,9.41,0.97,Day,1319.62,243,0.0,0,11.95,On-Time
521,2024-09-10,Plant_B,M4,Float,4.84,1457.39,65.4,3.18,2.44,0.91,Day,667.57,399,0.0,0,30.2,Delayed
522,2024-08-21,Plant_B,M2,Laminated,9.96,1426.86,96.55,3.58,2.4,0.86,Night,587.45,580,0.0,0,24.81,On-Time
523,2024-04-23,Plant_A,M2,Laminated,2.4,1493.29,33.88,1.72,4.53,0.98,Night,641.2,371,0.0,0,6.52,On-Time
524,2024-05-30,Plant_B,M1,Float,11.81,1520.61,64.35,4.1,4.08,0.89,Night,692.02,652,0.0,0,56.28,On-Time
525,2024-05-11,Plant_B,M2,Laminated,11.18,1513.95,102.74,1.28,4.01,0.79,Night,1135.65,565,0.0,0,8.91,On-Time
526,2024-02-26,Plant_A,M3,Tempered,7.96,1543.09,103.29,2.53,2.19,0.76,Night,737.48,863,0.0,0,38.57,Delayed
527,2024-03-22,Plant_A,M3,Laminated,8.01,1450.74,104.16,1.82,5.22,0.94,Night,680.16,903,0.0,0,53.02,Delayed
528,2024-03-06,Plant_B,M3,Float,5.43,1570.25,91.55,1.1,7.21,0.79,Night,555.74,849,0.0,0,14.45,On-Time
529,2024-06-14,Plant_B,M1,Float,5.87,1473.19,111.97,1.02,5.35,0.74,Day,807.68,289,0.0,0,9.7,Delayed
530,2024-05-07,Plant_A,M1,Laminated,11.66,1486.8,48.52,3.97,5.92,0.97,Night,1053.99,423,0.0,0,11.73,On-Time
531,2024-07-28,Plant_A,M3,Float,3.66,1487.69,63.49,4.04,4.05,0.99,Day,1237.93,701,0.0,0,52.85,Delayed
532,2024-04-20,Plant_A,M1,Tempered,2.5,1529.79,53.14,2.86,3.04,0.92,Night,1419.21,314,0.0,0,20.53,On-Time
533,2024-10-14,Plant_B,M1,Tempered,11.62,1471.21,61.65,4.64,6.12,0.93,Night,1311.81,924,0.0,0,26.02,Delayed
534,2024-08-22,Plant_B,M2,Laminated,10.48,1355.01,62.69,4.18,9.47,0.89,Night,1241.63,853,0.0,0,50.7,Delayed
535,2024-03-02,Plant_B,M3,Float,5.95,1493.78,90.64,2.8,7.74,0.81,Night,1134.74,817,0.0,0,44.96,On-Time
536,2024-03-21,Plant_A,M3,Tempered,7.46,1471.55,48.37,2.17,7.74,0.84,Night,716.03,394,0.0,0,42.91,On-Time
537,2024-06-16,Plant_B,M4,Laminated,11.57,1455.79,110.82,3.1,7.37,0.78,Day,946.73,959,0.021,1,12.36,On-Time
538,2024-03-20,Plant_B,M1,Laminated,2.01,1370.58,33.53,4.91,3.18,0.9,Night,1339.1,831,0.0,0,9.19,On-Time
539,2024-06-07,Plant_B,M4,Float,9.28,1575.94,99.28,4.9,6.16,0.8,Day,1148.46,938,0.016,1,53.84,Delayed
540,2024-01-14,Plant_B,M1,Tempered,3.19,1532.92,59.51,4.26,6.38,0.82,Night,973.44,964,0.087,1,20.4,On-Time
541,2024-05-18,Plant_B,M3,Float,10.7,1504.85,106.28,1.73,4.87,0.75,Day,1206.6,635,0.0,0,38.12,Delayed
542,2024-09-02,Plant_A,M2,Laminated,3.96,1492.79,49.06,1.17,3.9,0.87,Night,1357.93,799,0.0,0,26.12,Delayed
543,2024-10-29,Plant_B,M4,Tempered,11.53,1516.66,77.48,2.04,1.48,0.92,Day,621.3,455,0.0,0,31.95,On-Time
544,2024-11-28,Plant_A,M3,Laminated,7.64,1508.49,84.05,1.67,4.42,0.89,Day,1469.82,615,0.0,0,55.36,Delayed
545,2024-09-19,Plant_B,M2,Laminated,9.62,1436.28,90.0,3.49,6.42,0.85,Day,1028.66,677,0.0,0,31.16,Delayed
546,2024-03-23,Plant_A,M3,Float,3.98,1518.98,102.47,1.74,1.76,0.83,Day,1158.31,614,0.0,0,16.61,Delayed
547,2024-08-06,Plant_B,M3,Tempered,7.58,1527.54,113.04,3.01,3.95,0.92,Night,536.71,977,0.0,0,20.18,On-Time
548,2024-04-30,Plant_B,M4,Laminated,11.21,1490.27,31.08,3.21,7.67,0.85,Day,585.4,459,0.0,0,31.08,Delayed
549,2024-09-22,Plant_B,M2,Tempered,8.14,1495.0,68.62,1.3,1.96,0.95,Night,739.82,707,0.0,0,30.29,Delayed
550,2024-08-03,Plant_B,M3,Float,9.69,1420.22,35.58,3.31,2.07,0.71,Day,552.74,240,0.0,0,7.08,On-Time
551,2024-10-06,Plant_A,M4,Tempered,2.45,1558.88,53.62,2.69,1.36,0.83,Day,1077.61,964,0.0,0,19.95,On-Time
552,2024-09-29,Plant_A,M4,Tempered,5.16,1489.37,39.6,2.47,1.9,0.93,Night,1466.27,396,0.0,0,51.9,On-Time
553,2024-11-23,Plant_A,M3,Laminated,8.01,1446.79,86.77,2.82,5.34,0.93,Night,781.92,933,0.0,0,55.48,On-Time
554,2024-11-13,Plant_A,M4,Laminated,2.56,1549.76,73.71,4.65,6.49,0.86,Day,749.74,579,0.0,0,51.12,Delayed
555,2024-03-10,Plant_A,M2,Laminated,7.59,1452.98,31.44,4.85,4.39,0.88,Day,579.72,465,0.0,0,55.95,On-Time
556,2024-07-10,Plant_B,M2,Float,7.76,1501.73,41.35,3.33,7.9,0.82,Day,1379.84,205,0.0,0,53.95,Delayed
557,2024-08-06,Plant_A,M3,Tempered,8.24,1480.19,48.16,4.64,7.84,0.9,Day,800.97,619,0.0,0,45.39,Delayed
558,2024-09-04,Plant_B,M2,Float,6.74,1461.62,50.32,3.47,1.36,0.8,Night,968.56,568,0.0,0,59.08,On-Time
559,2024-11-01,Plant_A,M4,Laminated,4.09,1485.5,99.22,2.7,6.09,0.71,Night,534.43,922,0.0,0,49.0,Delayed
560,2024-10-21,Plant_B,M4,Float,10.85,1481.92,37.8,3.15,9.22,0.82,Day,1329.57,969,0.0,0,56.12,Delayed
561,2024-12-11,Plant_B,M2,Laminated,9.51,1508.35,62.71,4.75,3.48,0.8,Day,1200.81,429,0.0,0,55.76,Delayed
562,2024-05-21,Plant_A,M4,Tempered,4.05,1520.87,101.82,3.95,1.57,0.82,Day,782.77,681,0.0,0,58.98,On-Time
563,2024-04-06,Plant_B,M3,Float,8.43,1560.61,69.11,4.48,2.63,0.98,Day,718.77,714,0.0,0,45.37,On-Time
564,2024-01-07,Plant_B,M3,Laminated,5.94,1475.34,84.74,2.78,7.68,0.77,Day,558.46,669,0.0,0,28.46,Delayed
565,2024-11-08,Plant_B,M1,Float,3.68,1442.09,35.17,3.33,8.96,0.75,Night,1097.81,755,0.0,0,25.16,Delayed
566,2024-12-07,Plant_B,M3,Tempered,9.01,1415.92,66.97,3.02,1.07,0.91,Night,1161.34,961,0.0,0,22.1,Delayed
567,2024-02-22,Plant_B,M3,Laminated,11.79,1503.33,111.89,3.87,6.24,0.94,Day,1364.37,468,0.0,0,28.51,On-Time
568,2024-08-30,Plant_B,M2,Float,5.86,1364.34,117.0,3.79,1.75,0.96,Day,980.56,979,0.0,0,32.98,Delayed
569,2024-01-19,Plant_B,M3,Laminated,6.17,1487.51,104.38,3.23,1.49,0.99,Night,1012.62,682,0.0,0,28.16,Delayed
570,2024-05-25,Plant_B,M4,Tempered,10.58,1515.94,57.44,1.77,2.16,0.79,Day,1280.05,365,0.0,0,13.65,On-Time
571,2024-07-05,Plant_A,M2,Tempered,3.66,1522.99,60.87,4.95,5.37,0.75,Night,1391.14,231,0.0,0,42.58,On-Time
572,2024-04-01,Plant_A,M2,Tempered,11.84,1491.26,34.52,1.39,7.48,0.78,Night,684.3,348,0.0,0,1.31,On-Time
573,2024-11-04,Plant_B,M3,Float,9.74,1495.11,84.53,2.71,1.24,0.94,Night,510.51,954,0.0,0,53.6,On-Time
574,2024-01-17,Plant_B,M2,Tempered,6.33,1444.6,78.2,2.91,4.5,0.97,Night,1393.93,211,0.0,0,36.9,Delayed
575,2024-06-04,Plant_B,M1,Tempered,11.27,1500.54,70.75,2.11,9.63,0.74,Night,1079.83,794,0.0,0,16.74,Delayed
576,2024-08-19,Plant_A,M3,Float,6.05,1528.05,119.89,1.22,6.21,0.72,Night,654.52,509,0.0,0,30.63,On-Time
577,2024-09-20,Plant_A,M3,Float,4.59,1470.96,57.29,4.87,9.5,0.8,Night,1070.85,464,0.0,0,0.37,Delayed
