batch_id,production_date,plant_id,machine_id,glass_type,thickness_mm,furnace_temperature_c,cooling_time_sec,pressure_bar,line_speed_mps,raw_material_quality,operator_shift,operator_experience_years,ambient_humidity_pct,furnace_zone,energy_consumption_kwh,produced_units,scrap_units,rework_units,defect_rate,defect_flag,estimated_scrap_cost_eur,packing_delay_min,downtime_min,shipment_status,co2_emissions_kg
849,2025-04-17,Plant_B,M5,Solar,4.83,1561.64,87.25,3.13,6.27,0.87,Day,10.3,67.83,Zone_1,1485.02,1034,6,0,0.0105,0,209.31,13.65,5.98,On-Time,608.86
850,2025-05-08,Plant_B,M1,Laminated,7.33,1505.65,68.53,3.24,5.01,0.9,Day,7.5,61.86,Zone_3,578.02,472,4,0,0.0101,0,127.62,3.78,13.87,On-Time,236.99
851,2025-03-21,Plant_C,M3,Tempered,10.33,1519.91,79.15,3.44,6.15,0.89,Day,6.2,60.93,Zone_3,1129.87,934,3,0,0.0046,0,76.24,23.52,14.89,Delayed,463.25
852,2025-05-13,Plant_A,M5,Solar,5.45,1558.56,69.95,3.29,5.23,0.8,Day,9.2,72.11,Zone_1,1123.74,832,4,0,0.0057,0,124.59,9.35,4.35,On-Time,460.73
853,2024-06-29,Plant_B,M4,Float,5.95,1484.48,66.61,2.92,6.36,0.96,Night,5.4,63.34,Zone_3,622.06,646,3,0,0.0072,0,49.63,1.93,7.16,On-Time,255.04
854,2025-01-23,Plant_B,M4,Float,3.03,1493.63,46.96,3.05,7.97,0.9,Day,10.5,54.76,Zone_1,579.63,583,3,0,0.0071,0,52.91,4.19,6.95,On-Time,237.65
855,2024-01-01,Plant_A,M2,Solar,5.98,1552.08,73.5,3.29,5.94,0.85,Night,8.0,55.95,Zone_2,1243.17,930,3,0,0.0052,0,102.36,14.2,19.73,On-Time,509.7
856,2025-04-02,Plant_A,M2,Laminated,8.36,1514.78,69.13,3.35,4.95,0.84,Day,6.4,68.9,Zone_3,1087.11,870,4,0,0.0076,0,118.96,8.39,12.33,On-Time,445.72
857,2025-03-21,Plant_C,M3,Float,7.39,1486.57,63.87,2.44,7.24,0.94,Night,6.1,59.94,Zone_3,496.72,502,5,0,0.0107,0,72.22,19.61,6.24,On-Time,203.66
858,2025-02-17,Plant_A,M3,Float,6.04,1473.24,42.14,2.36,7.69,0.86,Day,6.0,68.13,Zone_3,848.3,985,3,0,0.0048,0,45.99,12.65,13.77,On-Time,347.8
859,2024-01-01,Plant_C,M5,Laminated,7.68,1532.0,90.64,3.5,5.71,0.96,Day,7.5,50.19,Zone_2,1471.6,1041,9,0,0.0118,0,265.41,4.17,0.0,On-Time,603.36
860,2024-08-28,Plant_B,M5,Solar,3.82,1543.6,82.31,4.0,5.96,0.84,Night,7.5,43.83,Zone_3,1016.1,749,5,0,0.0109,0,162.48,17.48,13.16,On-Time,416.6
861,2025-01-25,Plant_B,M5,Tempered,9.07,1523.75,88.28,2.96,5.42,0.84,Night,6.1,67.17,Zone_2,1235.53,1066,49,12,0.0736,1,1247.03,35.6,20.63,Delayed,506.57
862,2025-01-28,Plant_B,M4,Tempered,6.02,1535.57,64.06,3.38,5.56,0.86,Day,5.8,46.81,Zone_3,1222.36,984,8,0,0.0104,0,198.83,11.97,2.66,On-Time,501.17
863,2024-01-12,Plant_A,M1,Tempered,9.48,1528.46,88.71,3.21,7.64,0.95,Night,1.1,56.15,Zone_2,1270.57,1149,6,0,0.0083,0,134.68,12.73,25.12,On-Time,520.93
864,2024-05-19,Plant_A,M2,Solar,3.87,1550.56,80.24,4.52,5.38,0.84,Weekend,6.9,74.23,Zone_3,987.35,742,66,16,0.1224,1,2033.68,23.58,26.62,Delayed,404.81
865,2025-03-11,Plant_C,M2,Solar,3.63,1507.79,53.59,3.1,6.19,0.84,Day,6.7,62.99,Zone_3,1413.3,1126,8,0,0.0092,0,296.09,22.52,6.61,Delayed,579.45
866,2025-01-28,Plant_B,M2,Tempered,6.17,1540.79,56.79,3.98,6.05,0.87,Day,4.1,58.01,Zone_1,1298.58,1055,4,0,0.0063,0,94.93,0.0,0.98,On-Time,532.42
867,2024-08-30,Plant_C,M5,Laminated,11.7,1522.3,81.22,3.33,6.37,0.85,Day,6.9,51.48,Zone_3,1156.25,843,5,0,0.0065,0,134.23,19.05,0.0,On-Time,474.06
868,2024-02-04,Plant_A,M5,Solar,3.05,1522.95,71.86,3.47,4.9,0.9,Night,4.2,70.46,Zone_1,1387.11,1145,4,0,0.0053,0,151.71,13.01,12.86,On-Time,568.72
869,2024-03-22,Plant_A,M5,Laminated,11.18,1502.07,61.49,3.36,6.99,0.92,Day,5.1,64.06,Zone_1,969.14,815,5,0,0.0095,0,158.55,0.0,0.0,On-Time,397.35
870,2024-03-31,Plant_A,M4,Float,5.74,1483.83,68.25,2.54,6.33,0.96,Night,5.5,61.69,Zone_3,521.44,565,3,0,0.0074,0,44.38,0.0,0.0,On-Time,213.79
871,2024-11-15,Plant_C,M1,Laminated,7.13,1507.8,62.4,2.99,6.16,0.84,Night,8.0,52.92,Zone_1,1459.19,1121,3,0,0.004,0,89.3,25.22,12.85,Delayed,598.27
872,2025-06-08,Plant_B,M5,Laminated,6.67,1490.32,85.23,2.7,4.86,0.9,Day,5.8,57.51,Zone_2,1352.49,1120,9,0,0.0092,0,278.1,0.0,4.58,On-Time,554.52
873,2024-02-06,Plant_C,M5,Laminated,6.54,1512.68,87.19,2.54,5.1,0.99,Night,7.8,47.07,Zone_3,1437.49,1077,8,0,0.0111,0,210.02,29.75,10.17,Delayed,589.37
874,2025-04-29,Plant_C,M2,Float,5.47,1463.44,63.42,2.81,6.36,0.86,Night,6.6,65.6,Zone_2,506.77,575,2,0,0.0045,0,31.29,20.09,21.51,On-Time,207.78
875,2024-01-28,Plant_B,M4,Float,6.14,1495.41,56.5,2.7,6.52,0.84,Day,3.6,45.03,Zone_1,687.82,694,5,0,0.0076,0,82.35,14.57,13.04,On-Time,282.01
876,2024-10-11,Plant_B,M2,Laminated,8.21,1546.91,100.09,2.75,4.2,0.88,Day,5.4,37.62,Zone_2,1567.44,1087,57,25,0.0927,1,1835.71,17.66,15.11,Delayed,642.65
877,2024-04-24,Plant_C,M2,Tempered,7.69,1535.92,76.63,3.34,5.83,0.88,Night,3.8,68.46,Zone_2,1369.83,1097,11,0,0.011,0,288.67,21.01,9.43,On-Time,561.63
878,2024-09-24,Plant_C,M2,Solar,3.46,1541.11,65.25,4.03,4.79,0.92,Day,5.8,41.64,Zone_3,1435.86,1026,8,0,0.0118,0,285.97,23.37,12.2,Delayed,588.7
879,2024-12-17,Plant_A,M2,Tempered,6.7,1509.67,62.78,3.17,5.29,0.9,Night,4.3,46.77,Zone_2,771.06,726,6,0,0.0103,0,147.2,12.8,6.8,On-Time,316.13
880,2024-08-31,Plant_C,M4,Tempered,10.33,1501.65,79.7,3.59,5.52,0.84,Day,13.0,52.47,Zone_3,585.22,496,3,0,0.0083,0,69.44,15.46,10.52,On-Time,239.94
881,2024-02-25,Plant_C,M3,Float,4.61,1500.7,74.27,2.36,6.92,0.9,Day,10.0,59.57,Zone_2,513.7,498,4,0,0.0097,0,65.65,15.31,8.55,On-Time,210.62
882,2024-11-04,Plant_B,M5,Tempered,11.5,1531.43,81.54,3.35,7.09,0.88,Day,3.2,44.54,Zone_3,1111.19,937,8,0,0.0107,0,190.22,0.0,3.77,On-Time,455.59
883,2024-09-25,Plant_A,M5,Solar,3.71,1538.9,53.35,4.12,6.85,0.9,Day,4.5,41.2,Zone_2,664.1,525,3,0,0.0075,0,102.12,5.74,9.28,On-Time,272.28
884,2024-11-19,Plant_C,M1,Float,4.05,1491.81,70.51,3.0,8.26,0.94,Weekend,3.8,35.8,Zone_3,782.8,837,3,0,0.004,0,44.8,28.77,17.91,Delayed,320.95
885,2025-03-18,Plant_C,M3,Laminated,10.54,1533.91,83.65,3.4,5.63,0.91,Day,7.6,63.43,Zone_1,1373.8,946,8,0,0.0119,0,258.08,14.62,12.41,On-Time,563.26
886,2025-02-04,Plant_B,M2,Tempered,7.48,1575.87,89.59,3.76,5.63,0.81,Day,8.7,67.75,Zone_3,1416.57,1042,76,37,0.1272,1,1741.07,19.98,20.59,Delayed,580.79
887,2024-07-03,Plant_B,M5,Float,4.22,1496.61,75.1,3.05,8.17,0.89,Night,5.1,64.36,Zone_1,903.25,960,40,10,0.0597,1,659.67,23.58,25.58,Delayed,370.33
888,2024-04-10,Plant_C,M1,Solar,4.71,1553.94,58.06,3.33,6.76,0.94,Day,6.0,72.18,Zone_3,1329.64,931,4,0,0.0066,0,129.4,5.97,0.0,On-Time,545.15
889,2024-07-16,Plant_A,M1,Float,7.15,1452.63,56.33,2.89,8.12,0.96,Day,6.7,56.19,Zone_3,937.03,1226,12,0,0.0114,0,191.03,0.0,5.32,On-Time,384.18
890,2024-08-10,Plant_C,M1,Float,6.2,1467.08,75.98,2.52,9.61,0.83,Day,6.4,50.78,Zone_3,662.79,771,64,17,0.1383,1,955.84,31.35,21.21,Delayed,271.74
891,2024-07-08,Plant_A,M2,Laminated,9.15,1494.83,95.01,2.85,5.66,0.84,Day,9.0,56.14,Zone_3,1365.32,1163,7,0,0.0068,0,192.42,0.0,0.0,On-Time,559.78
892,2025-04-09,Plant_B,M4,Laminated,12.59,1547.65,98.71,3.35,6.43,0.85,Day,5.3,64.73,Zone_1,1281.31,866,72,17,0.1049,1,2175.8,30.02,21.6,Delayed,525.34
893,2024-03-04,Plant_B,M4,Laminated,10.48,1550.97,62.53,3.22,5.48,0.93,Weekend,6.4,62.22,Zone_2,1464.83,984,7,1,0.012,0,197.8,17.17,20.05,On-Time,600.58
894,2024-09-28,Plant_A,M4,Float,7.84,1476.88,58.27,2.24,6.63,0.87,Day,7.3,44.22,Zone_1,562.63,626,2,0,0.0046,0,34.36,8.28,10.32,On-Time,230.68
895,2024-07-01,Plant_C,M4,Float,7.82,1461.56,73.41,3.0,6.53,0.91,Day,4.7,60.1,Zone_2,874.25,964,75,26,0.0991,1,1124.85,28.8,19.81,Delayed,358.44
896,2024-04-18,Plant_B,M3,Float,7.26,1510.56,56.82,1.97,7.06,0.85,Day,9.5,60.26,Zone_1,594.97,580,3,0,0.007,0,51.46,12.75,0.0,On-Time,243.94
897,2024-09-13,Plant_B,M1,Solar,5.87,1582.66,64.15,3.99,6.0,0.9,Day,6.8,49.93,Zone_3,1400.37,929,79,21,0.0986,1,2840.12,28.2,24.69,Delayed,574.15
898,2024-02-08,Plant_C,M4,Laminated,11.57,1556.54,96.17,3.54,6.4,0.91,Day,8.6,64.55,Zone_2,804.14,508,4,0,0.0103,0,127.58,7.77,0.0,On-Time,329.7
899,2024-01-04,Plant_C,M4,Solar,4.51,1528.69,74.72,4.38,5.29,0.94,Day,3.4,46.1,Zone_3,700.15,498,4,0,0.0102,0,141.85,1.35,6.35,On-Time,287.06
900,2024-03-12,Plant_C,M2,Float,4.61,1496.88,42.49,2.38,9.03,0.85,Day,7.7,74.85,Zone_3,533.17,544,3,0,0.0093,0,44.28,17.45,10.61,On-Time,218.6
901,2025-05-08,Plant_A,M5,Laminated,10.81,1511.43,94.43,2.97,5.19,0.84,Day,10.3,75.32,Zone_2,1390.13,1132,5,0,0.0081,0,161.86,11.22,6.12,On-Time,569.95
902,2024-04-02,Plant_B,M5,Laminated,6.46,1471.28,97.96,3.48,5.16,0.92,Day,5.6,67.52,Zone_2,627.62,559,3,0,0.0064,0,96.39,0.0,0.0,On-Time,257.32
903,2024-10-23,Plant_C,M2,Tempered,5.65,1530.7,83.25,3.37,7.51,0.86,Night,1.5,42.32,Zone_2,1252.36,1019,6,0,0.0077,0,149.83,11.47,6.64,On-Time,513.47
904,2024-11-02,Plant_C,M4,Float,5.95,1469.6,46.67,2.57,8.45,0.9,Night,4.2,33.56,Zone_2,540.93,568,4,0,0.0102,0,64.59,15.96,6.68,On-Time,221.78
905,2025-03-24,Plant_C,M2,Tempered,11.2,1561.94,81.2,2.9,7.12,0.78,Day,9.4,68.43,Zone_1,802.75,596,3,0,0.0061,0,73.06,10.0,10.92,On-Time,329.13
906,2024-09-01,Plant_B,M4,Float,6.42,1505.39,58.87,2.02,7.4,0.94,Night,2.6,39.85,Zone_3,436.22,416,34,13,0.1021,1,498.09,23.03,20.79,Delayed,178.85
907,2025-04-05,Plant_A,M1,Laminated,10.0,1488.87,65.77,3.4,4.53,0.85,Day,6.1,74.3,Zone_3,1149.41,1020,32,5,0.0382,1,972.78,23.98,15.11,Delayed,471.26
908,2024-05-01,Plant_A,M5,Solar,3.13,1522.69,77.1,3.83,5.32,0.91,Weekend,3.1,69.41,Zone_3,1047.0,867,6,0,0.0097,0,184.33,20.11,10.28,On-Time,429.27
909,2024-08-26,Plant_A,M1,Tempered,10.75,1537.45,72.93,3.47,7.99,0.98,Day,4.6,52.75,Zone_1,544.02,491,3,0,0.0076,0,66.34,0.0,0.0,On-Time,223.05
910,2024-02-16,Plant_A,M2,Float,5.16,1459.06,53.25,2.47,8.83,0.96,Day,4.3,56.9,Zone_1,508.62,634,5,0,0.0111,0,81.73,6.43,1.64,On-Time,208.53
911,2024-04-09,Plant_B,M5,Tempered,8.61,1527.69,72.0,2.84,6.74,0.92,Night,1.4,65.91,Zone_1,510.46,440,2,0,0.0046,0,49.87,35.87,23.91,Delayed,209.29
912,2024-04-18,Plant_A,M4,Tempered,7.51,1501.6,90.57,3.52,6.56,0.84,Day,8.8,65.55,Zone_1,1152.85,1086,6,0,0.0087,0,146.9,8.3,15.44,On-Time,472.67
913,2025-02-15,Plant_B,M1,Tempered,9.21,1536.53,57.02,3.4,6.67,0.84,Day,5.7,71.4,Zone_1,1198.77,1007,8,0,0.0103,0,194.33,19.57,10.69,On-Time,491.5
914,2024-06-26,Plant_B,M1,Float,7.51,1492.15,65.1,2.94,9.71,0.84,Day,3.9,53.22,Zone_2,1048.66,1144,57,22,0.088,1,954.56,38.83,22.41,Delayed,429.95
915,2025-01-13,Plant_C,M2,Solar,5.45,1572.65,57.86,3.56,5.38,0.87,Day,5.6,65.13,Zone_3,1606.74,1046,61,16,0.0765,1,1887.01,26.55,18.39,Delayed,658.76
916,2024-04-12,Plant_C,M5,Solar,3.61,1539.85,59.73,3.15,6.36,0.85,Night,3.6,73.71,Zone_1,1467.65,1060,5,0,0.0077,0,159.8,23.73,0.0,Delayed,601.74
917,2024-03-23,Plant_A,M1,Tempered,6.59,1544.96,70.66,3.52,7.92,0.99,Weekend,3.5,78.34,Zone_3,1102.01,951,3,0,0.0054,0,71.07,15.79,8.47,On-Time,451.82
918,2024-10-17,Plant_B,M4,Tempered,8.12,1554.17,78.99,3.21,5.33,0.89,Day,9.2,45.2,Zone_3,1202.41,916,3,0,0.0049,0,74.39,31.87,6.33,Delayed,492.99
919,2025-04-06,Plant_B,M2,Tempered,8.93,1542.41,71.74,3.05,6.37,0.91,Night,7.2,68.87,Zone_1,565.23,457,3,0,0.0086,0,69.72,8.57,17.15,On-Time,231.74
920,2025-05-26,Plant_C,M1,Laminated,13.99,1531.26,79.05,3.64,6.19,0.87,Day,6.4,66.69,Zone_1,888.19,643,6,0,0.0119,0,188.72,0.0,8.42,On-Time,364.16
921,2024-07-15,Plant_A,M5,Float,6.65,1508.94,63.92,2.13,6.57,0.87,Night,2.2,49.31,Zone_3,568.94,617,45,22,0.125,1,660.08,33.61,34.47,Delayed,233.27
922,2025-04-20,Plant_C,M2,Laminated,13.37,1518.66,81.66,3.23,6.2,0.88,Day,2.0,66.45,Zone_1,752.69,550,2,0,0.0057,0,61.93,7.71,14.53,On-Time,308.6
923,2025-04-30,Plant_B,M2,Tempered,9.88,1584.96,56.95,3.79,5.63,0.94,Night,5.6,66.45,Zone_1,1008.38,724,80,33,0.151,1,2083.86,21.49,25.78,Delayed,413.44
924,2025-01-07,Plant_B,M2,Solar,3.33,1531.76,81.09,3.9,6.25,0.88,Day,3.4,62.9,Zone_3,1375.59,1042,7,0,0.0118,0,248.82,14.56,15.96,On-Time,563.99
925,2025-04-09,Plant_A,M1,Float,5.2,1504.86,54.28,2.32,9.03,0.95,Weekend,8.7,60.63,Zone_1,1066.29,1177,8,0,0.0088,0,140.78,12.66,23.36,On-Time,437.18
926,2024-01-30,Plant_B,M5,Float,5.08,1470.26,58.55,2.0,6.41,0.7,Day,4.0,50.75,Zone_1,943.65,1089,7,0,0.0079,0,111.86,12.57,2.93,On-Time,386.9
927,2024-11-29,Plant_B,M2,Laminated,6.76,1476.73,72.93,3.37,4.3,0.89,Day,2.2,44.23,Zone_1,1210.02,1041,91,20,0.1044,1,2923.76,16.51,21.21,Delayed,496.11
928,2024-04-10,Plant_A,M4,Tempered,8.14,1528.26,74.18,3.65,6.28,0.95,Day,1.2,79.01,Zone_1,843.6,722,26,6,0.0586,1,642.23,18.41,15.03,On-Time,345.88
929,2025-05-11,Plant_A,M4,Tempered,4.25,1519.67,76.88,3.04,4.64,0.97,Day,7.1,61.1,Zone_3,798.94,701,4,0,0.0091,0,99.78,13.33,9.29,On-Time,327.57
930,2025-01-31,Plant_B,M2,Solar,5.04,1556.47,63.8,4.11,5.65,0.9,Night,5.0,58.35,Zone_3,1486.77,1044,6,0,0.0065,0,206.47,18.99,16.43,On-Time,609.58
931,2024-10-03,Plant_A,M3,Tempered,9.74,1518.63,57.6,3.18,5.44,0.98,Day,7.1,46.25,Zone_3,1210.6,1089,3,0,0.0044,0,76.78,18.46,8.52,On-Time,496.35
932,2024-05-19,Plant_A,M4,Solar,3.82,1550.31,83.39,3.21,6.67,0.97,Day,5.2,65.84,Zone_2,607.07,434,22,7,0.0881,1,747.1,14.94,15.32,Delayed,248.9
933,2024-10-29,Plant_C,M2,Tempered,6.85,1524.67,88.21,3.33,5.0,0.89,Night,5.6,43.52,Zone_3,1258.12,1043,9,0,0.011,0,236.67,28.02,18.46,Delayed,515.83
934,2024-03-29,Plant_B,M5,Solar,4.4,1544.42,76.78,4.06,7.26,0.86,Weekend,3.7,62.06,Zone_1,858.0,632,2,0,0.0045,0,65.07,17.46,4.38,On-Time,351.78
935,2025-04-18,Plant_B,M1,Solar,5.63,1582.72,53.29,3.74,5.95,0.82,Night,4.6,69.61,Zone_1,1618.51,1071,104,25,0.1327,1,3665.26,39.8,24.62,Delayed,663.59
936,2025-03-20,Plant_C,M2,Tempered,4.63,1579.32,76.61,3.39,6.18,0.84,Weekend,2.5,61.71,Zone_1,1231.68,872,76,32,0.1328,1,1707.99,40.76,30.24,Delayed,504.99
937,2024-02-15,Plant_A,M4,Float,6.25,1484.92,45.78,2.51,7.57,0.88,Day,9.1,57.94,Zone_2,479.48,515,3,0,0.0086,0,46.75,8.7,8.18,On-Time,196.59
938,2024-04-10,Plant_B,M4,Tempered,5.7,1562.84,76.87,4.3,5.48,0.9,Day,11.1,64.47,Zone_1,1112.16,825,8,0,0.0114,0,213.72,6.85,3.9,On-Time,455.99
939,2025-02-20,Plant_A,M2,Laminated,8.56,1503.02,93.03,2.9,4.9,0.9,Day,2.4,70.09,Zone_3,547.07,454,3,0,0.009,0,94.53,0.29,0.0,On-Time,224.3
940,2024-01-17,Plant_B,M3,Tempered,7.87,1537.41,74.36,4.39,5.29,0.87,Night,5.3,69.26,Zone_3,730.38,583,2,0,0.0053,0,47.79,38.33,8.07,Delayed,299.46
941,2024-01-25,Plant_B,M4,Tempered,8.53,1519.83,76.83,3.42,5.72,0.89,Weekend,4.4,62.71,Zone_2,585.1,481,1,0,0.0051,0,24.02,25.04,16.1,Delayed,239.89
942,2025-01-14,Plant_C,M4,Float,6.21,1528.68,72.19,2.73,6.43,0.91,Weekend,4.9,59.7,Zone_1,556.26,490,2,0,0.0056,0,32.32,27.82,27.07,Delayed,228.07
943,2024-12-06,Plant_C,M1,Laminated,11.05,1507.77,71.4,2.83,6.18,0.85,Day,6.4,36.23,Zone_2,684.59,536,3,0,0.0095,0,82.56,12.23,8.02,On-Time,280.68
944,2024-07-31,Plant_C,M1,Laminated,13.95,1527.31,91.73,2.9,5.29,0.92,Night,0.6,46.46,Zone_1,661.56,489,3,0,0.0085,0,91.68,26.21,11.5,Delayed,271.24
945,2025-01-07,Plant_A,M1,Solar,5.4,1551.23,86.51,4.11,6.58,0.96,Day,7.4,63.76,Zone_3,1149.67,881,54,13,0.081,1,1800.44,17.29,28.78,On-Time,471.36
946,2025-01-10,Plant_A,M5,Float,4.14,1483.39,48.86,2.41,6.4,0.88,Night,4.6,57.83,Zone_1,693.57,810,3,0,0.0046,0,47.78,24.96,12.51,Delayed,284.36
947,2024-12-08,Plant_A,M5,Float,7.81,1444.31,67.3,1.98,8.68,0.98,Night,6.8,47.97,Zone_3,377.09,508,3,0,0.0088,0,47.52,7.81,6.91,On-Time,154.61
948,2024-08-02,Plant_C,M2,Laminated,13.93,1530.19,75.86,2.77,5.39,0.87,Day,4.1,48.58,Zone_2,986.83,697,7,0,0.011,0,210.87,6.86,7.03,On-Time,404.6
949,2025-03-09,Plant_B,M1,Float,7.79,1522.68,75.37,2.03,7.94,0.88,Day,4.5,62.08,Zone_2,629.65,638,60,15,0.1227,1,1058.99,21.65,20.23,Delayed,258.16
950,2025-06-23,Plant_A,M4,Laminated,10.77,1527.07,83.65,3.22,4.04,0.99,Day,9.5,62.35,Zone_2,1215.95,915,2,0,0.0045,0,55.43,27.97,13.17,Delayed,498.54
951,2024-03-08,Plant_A,M4,Float,3.77,1467.21,70.13,2.1,6.43,0.91,Day,10.7,65.24,Zone_1,550.24,631,2,0,0.004,0,30.34,9.82,1.05,On-Time,225.6
952,2024-03-19,Plant_A,M2,Laminated,11.05,1489.06,97.63,2.2,5.51,0.98,Day,9.3,70.87,Zone_1,644.03,559,3,0,0.008,0,88.31,9.37,12.98,On-Time,264.05
953,2024-07-28,Plant_C,M1,Laminated,8.9,1505.18,83.21,2.54,6.58,0.87,Day,5.6,39.99,Zone_3,1416.94,1098,4,0,0.0054,0,117.06,3.33,0.0,On-Time,580.95
954,2024-05-15,Plant_B,M3,Solar,5.96,1563.12,60.62,3.12,5.65,0.9,Day,3.5,62.87,Zone_3,1489.52,1012,52,13,0.0902,1,1591.65,22.36,22.77,Delayed,610.7
955,2024-07-12,Plant_A,M1,Tempered,6.26,1555.64,83.75,3.99,6.71,0.99,Night,5.0,67.27,Zone_3,1068.97,895,5,0,0.0093,0,128.34,14.01,5.7,On-Time,438.28
956,2025-02-25,Plant_C,M3,Laminated,12.93,1520.51,81.69,3.26,4.89,0.81,Day,6.4,73.52,Zone_3,666.77,470,2,0,0.0048,0,52.38,8.9,1.11,On-Time,273.38
957,2025-03-31,Plant_B,M3,Tempered,9.86,1552.87,64.5,3.65,5.92,0.85,Weekend,9.1,73.8,Zone_2,550.47,416,31,6,0.0971,1,715.42,23.94,23.89,Delayed,225.69
958,2024-09-23,Plant_A,M4,Laminated,7.82,1508.48,85.45,3.54,4.4,0.85,Weekend,6.2,38.35,Zone_1,1160.08,922,57,14,0.0795,1,1585.06,26.13,22.72,Delayed,475.63
959,2024-10-18,Plant_B,M2,Tempered,4.42,1507.39,83.0,3.51,5.52,0.86,Night,6.0,37.09,Zone_2,1071.87,967,75,18,0.0938,1,1872.9,32.78,24.76,Delayed,439.47
960,2024-06-28,Plant_C,M2,Tempered,5.29,1553.59,79.86,3.67,5.73,0.83,Day,6.4,45.85,Zone_1,1318.01,1002,5,0,0.0065,0,134.01,0.0,0.0,On-Time,540.38
961,2024-05-09,Plant_B,M3,Laminated,8.81,1490.66,62.95,3.24,6.31,0.84,Day,9.0,58.46,Zone_3,812.83,651,5,0,0.0119,0,149.84,6.53,0.0,On-Time,333.26
962,2024-11-20,Plant_B,M2,Laminated,9.51,1512.3,91.22,3.38,6.64,0.87,Day,5.3,34.62,Zone_1,1268.88,973,2,0,0.004,0,59.12,12.3,14.06,On-Time,520.24
963,2024-05-04,Plant_A,M4,Solar,5.81,1551.27,70.07,3.18,5.22,0.87,Night,8.0,65.37,Zone_2,1243.48,910,5,0,0.0063,0,165.81,6.28,0.0,On-Time,509.83
964,2024-06-08,Plant_A,M5,Laminated,6.17,1515.0,91.07,2.99,4.54,0.96,Night,5.3,55.1,Zone_2,946.55,765,6,0,0.012,0,161.93,10.83,6.49,On-Time,388.09
965,2024-10-23,Plant_C,M2,Solar,3.01,1557.93,74.86,4.19,6.02,0.89,Day,6.7,45.06,Zone_1,915.78,622,4,0,0.0085,0,147.91,16.95,0.61,On-Time,375.47
966,2024-02-11,Plant_A,M5,Float,3.7,1461.17,62.72,2.54,8.25,0.95,Day,6.7,79.77,Zone_2,769.71,965,3,0,0.004,0,50.92,9.73,2.5,On-Time,315.58
967,2024-08-13,Plant_B,M3,Float,7.78,1492.0,69.07,2.62,6.57,0.96,Day,9.4,44.99,Zone_3,822.06,855,8,0,0.0107,0,131.03,16.01,15.13,On-Time,337.04
968,2025-06-23,Plant_A,M3,Tempered,11.95,1556.2,84.33,3.26,6.06,0.92,Day,9.0,51.43,Zone_3,716.6,569,3,0,0.0064,0,73.16,16.33,6.95,On-Time,293.81
969,2024-03-30,Plant_C,M4,Tempered,9.64,1511.13,87.51,3.46,4.67,0.91,Day,8.7,68.82,Zone_3,958.75,804,2,0,0.004,0,52.1,15.76,0.0,On-Time,393.09
970,2024-02-27,Plant_C,M3,Solar,5.56,1565.79,83.24,4.25,4.91,0.86,Day,7.7,65.88,Zone_2,1033.78,673,5,0,0.01,0,177.62,21.41,1.84,On-Time,423.85
971,2025-01-16,Plant_A,M3,Laminated,6.99,1488.42,77.62,3.1,4.13,0.78,Day,4.7,55.01,Zone_2,800.63,679,3,0,0.0075,0,82.53,10.52,2.93,On-Time,328.26
972,2024-03-30,Plant_A,M4,Solar,4.83,1517.48,85.56,3.97,6.57,0.88,Night,3.0,69.17,Zone_2,630.35,501,20,7,0.0575,1,631.48,12.48,25.76,On-Time,258.44
973,2025-03-10,Plant_C,M4,Tempered,7.62,1529.26,76.28,3.56,4.96,0.84,Night,1.9,72.95,Zone_3,791.06,622,29,5,0.0594,1,695.01,40.78,24.88,Delayed,324.33
974,2024-07-31,Plant_B,M4,Laminated,13.79,1511.39,83.81,2.69,5.17,0.87,Day,6.6,54.57,Zone_3,933.82,695,5,0,0.0109,0,146.0,14.31,4.11,On-Time,382.87
975,2024-03-31,Plant_A,M4,Laminated,13.69,1460.42,75.8,3.03,6.15,0.91,Day,10.7,66.88,Zone_3,815.82,753,4,0,0.0056,0,107.59,2.91,6.89,On-Time,334.49
976,2024-05-20,Plant_A,M2,Solar,5.39,1549.37,80.25,3.83,4.98,0.98,Day,5.2,65.93,Zone_2,742.5,560,23,6,0.0669,1,778.64,28.45,19.35,Delayed,304.42
977,2024-11-05,Plant_C,M3,Solar,3.88,1559.05,61.4,3.81,4.74,0.9,Night,3.9,38.07,Zone_2,907.78,601,4,0,0.0114,0,136.77,32.21,24.41,Delayed,372.19
978,2024-01-03,Plant_A,M3,Laminated,10.79,1495.13,89.61,2.59,5.11,0.88,Weekend,9.0,48.21,Zone_3,688.63,569,5,0,0.0101,0,147.8,22.4,8.28,Delayed,282.34
979,2024-10-21,Plant_B,M2,Solar,5.98,1534.35,62.84,4.0,5.93,0.8,Weekend,2.0,47.57,Zone_3,1018.25,765,42,13,0.09,1,1507.74,35.69,35.35,Delayed,417.48
980,2024-05-02,Plant_B,M4,Float,7.14,1472.03,78.93,2.38,7.74,0.95,Night,3.1,66.86,Zone_2,901.98,990,9,1,0.012,0,135.11,23.52,15.27,Delayed,369.81
981,2025-03-22,Plant_B,M4,Float,4.11,1516.99,49.51,2.58,8.47,0.88,Day,6.1,69.64,Zone_3,666.16,630,3,0,0.0059,0,50.67,8.57,0.0,On-Time,273.13
